연번,설치목적,설치대수,설치장소,촬영범위,기관명 및 관리부서,,,,,,,,,,,,
237,방범용,1,거창읍 대동리 10-38,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
238,방범용,1,"거창군 거창읍 송정리 231 제5교(동,서)",전방 70M,거창군 안전총괄과,,,,,,,,,,,,
239,방범용,1,"거창군 거창읍 송정리 231 제5교(동,서)",전방 70M,거창군 안전총괄과,,,,,,,,,,,,
240,방범용,1,거창군 거창읍 중앙리 331-13 복지관골목,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
241,방범용,1,거창군 거창읍 중앙리 331-13 복지관골목,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
242,방범용,1,거창군 거창읍 대동리 68-5 송림아파트앞,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
243,방범용,1,거창군 거창읍 대동리 68-5 송림아파트앞,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
244,방범용,1,거창군 거창읍 대동리 1167 로즈하이츠빌,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
245,방범용,1,거창군 거창읍 대평리 1264-3 어림지뒤 골목,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
246,방범용,1,거창군 거창읍 대평리 1264-3 어림지뒤 골목,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
247,방범용,1,거창군 거창읍 송정리 1055-1 구보건소앞,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
248,방범용,1,거창군 거창읍 대평리 1512 코아루2차 정문앞,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
249,방범용,1,거창군 거창읍 대평리 1517 코아루 외곽도로,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
250,방범용,1,남하면 양항리 958,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
251,방범용,1,남하면 양항리 958,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
252,방범용,1,가조면 동례리 1725-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
253,방범용,1,가조면 동례리 1725-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
254,방범용,1,거창읍 대평리 1142,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
255,방범용,1,거창읍 대평리 1142,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
256,방범용,1,거창읍 대동리 127-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
257,방범용,1,거창읍 대동리 127-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
258,방범용,1,거창읍 대동리 127-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
259,방범용,1,거창읍 대동리 127-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
260,방범용,1,거창읍 거열로 165,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
261,방범용,1,거창읍 거열로 165,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
262,방범용,1,거창읍 상림리 869-5,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
263,방범용,1,거창읍 상림리 869-6,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
264,방범용,1,거창읍 김천리 402-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
265,방범용,1,거창읍 김천리 402-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
266,방범용,1,거창읍 상림리 869-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
267,방범용,1,거창읍 상림리 869-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
268,방범용,1,거창읍 상림리 869-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
269,방범용,1,거창읍 상림리 76-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
270,방범용,1,거창읍 상림리 76-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
271,방범용,1,거창읍 김천리 260-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
272,방범용,1,거창읍 김천리 260-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
273,방범용,1,거창읍 김천리 260-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
274,방범용,1,경상남도 거창군 거창읍 중앙리 36-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
275,방범용,1,경상남도 거창군 거창읍 중앙리 36-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
276,방범용,1,거창읍 거열로 165,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
277,방범용,1,거창읍 대동리 557-5,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
278,방범용,1,경상남도 거창군 가조면 마상리 312-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
279,방범용,1,거창읍 공수들1길 65,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
280,방범용,1,거창읍 공수들1길 65,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
281,방범용,1,거창읍 하동3길 28,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
282,방범용,1,거창읍 하동3길 28,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
283,방범용,1,거창읍 상동7길 64,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
284,방범용,1,거창읍 상동7길 64,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
285,방범용,1,거창읍 강변로 131,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
286,방범용,1,거창읍 강변로 131,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
287,방범용,1,거창읍 양평리 1239-122,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
288,방범용,1,거창읍 양평리 1239-122,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
289,방범용,1,거창읍 대동리 13-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
290,방범용,1,거창읍 대동리 13-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
291,방범용,1,거창읍 가지리 1719,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
292,방범용,1,가조면 마상리 323-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
293,방범용,1,가조면 마상리 323-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
294,방범용,1,거창읍 공수들8길 54,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
295,방범용,1,거창읍 공수들8길 54,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
296,방범용,1,거창읍 창동로 101,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
297,방범용,1,거창읍 대동리 943-20,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
298,방범용,1,거창읍 대동리 943-20,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
299,방범용,1,거창읍 대동리 838-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
300,방범용,1,거창읍 김천리 481-5,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
301,방범용,1,가북면 용산리 338-2,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
302,방범용,1,가북면 용산리 338-2,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
303,방범용,1,거창읍 중앙로1길70,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
304,방범용,1,거창읍 중앙로1길70,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
305,방범용,1,거창읍 대평2길46,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
306,방범용,1,거창읍 대평2길46,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
307,방범용,1,거창읍 대평2길46,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
308,방범용,1,거창읍 대평2길46,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
309,방범용,1,마리면 송림길52,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
310,방범용,1,마리면 송림길52,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
311,방범용,1,거창읍 대평리 899,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
312,방범용,1,거창읍 대평리 899,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
313,방범용,1,거창읍 대평리 745-2,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
314,방범용,1,거창읍 중앙리 483-37,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
315,방범용,1,거창읍 중앙리 483-37,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
316,방범용,1,거창읍 상림리 30-7,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
317,방범용,1,거창읍 송정리 1119-1,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
318,방범용,1,거창읍 송정리 1119-1,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
319,방범용,1,거창읍 대평리 1017-1,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
320,방범용,1,거창읍 상림리 610,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
321,방범용,1,거창읍 상림리 610,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
322,방범용,1,거창읍 정장리 65-2,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
323,방범용,1,거창읍 강변로 61,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
324,방범용,1,거창읍 강변로 61,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
325,방범용,1,경상남도 거창군 거창읍 중앙리 483-1,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
326,방범용,1,거창읍 정장리 956-43,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
327,방범용,1,거창읍 대동리 95-16,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
328,방범용,1,거창읍 대동리 95-16,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
329,방범용,1,가조면 일부리 1303,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
330,방범용,1,가조면 일부리 1303,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
331,방범용,1,거창읍 대동리 10-38,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
332,방범용,1,거창읍 중앙리 242-4,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
333,방범용,1,거창읍 중앙리 242-4,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
334,방범용,1,거창읍 중앙리 242-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
335,방범용,1,거창읍 상림리 796-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
336,방범용,1,거창읍 대평리 1005-65,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
337,방범용,1,거창읍 대평리 1005-65,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
338,방범용,1,거창읍 대동리 55-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
339,방범용,1,거창읍 대동리 55-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
340,방범용,1,거창읍 대동리 989-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
341,방범용,1,거창읍 대동리 989-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
342,방범용,1,거창읍 가지리 696-26,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
343,방범용,1,거창읍 가지리 696-26,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
344,방범용,1,거창읍 대평리 1496-9,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
345,방범용,1,거창읍 대평리 1496-9,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
346,방범용,1,거창읍 김천리 산8-33,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
347,방범용,1,거창읍 김천리 산8-33,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
348,방범용,1,거창읍 상림리 783-6,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
349,방범용,1,거창읍 상림리 783-6,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
350,방범용,1,거창읍 상림리 243-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
351,방범용,1,거창읍 상림리 243-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
352,방범용,1,거창읍 대동리 61,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
353,방범용,1,거창읍 대동리 61,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
354,방범용,1,위천면 황산리 583-9,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
355,방범용,1,위천면 황산리 583-9,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
356,방범용,1,거창읍 대동리 985-10,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
357,방범용,1,거창읍 대동리 985-10,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
358,방범용,1,거창읍 대동리 985-10,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
359,방범용,1,거창읍 대동리 851-5,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
360,방범용,1,거창읍 대동리 851-5,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
361,방범용,1,거창읍 상림리 85-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
362,방범용,1,거창읍 상림리 85-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
363,방범용,1,거창읍 상림리 85-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
364,방범용,1,거창읍 상림리 35-5,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
365,방범용,1,거창읍 상림리 35-5,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
366,방범용,1,경상남도 거창군 거창읍 대동리 43-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
367,방범용,1,거창읍 대동리 707-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
368,방범용,1,거창읍 대동리 707-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
369,방범용,1,경상남도 거창군 거창읍 대동리 869-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
370,방범용,1,거창읍 중앙리 283-8,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
371,방범용,1,거창읍 중앙리 283-8,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
372,방범용,1,거창읍 김천리 105-15,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
373,방범용,1,거창읍 김천리 105-15,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
374,방범용,1,마리면 율리 816,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
375,방범용,1,마리면 율리 816,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
376,방범용,1,거창읍 상림리 811-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
377,방범용,1,가조면 수월리 447-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
378,방범용,1,가조면 수월리 447-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
379,방범용,1,가조면 수월리 447-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
380,방범용,1,가조면 수월리 447-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
381,방범용,1,거창읍 대평리 880-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
382,방범용,1,거창읍 대평리 808-5,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
383,방범용,1,거창읍 송정리 153-20,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
384,방범용,1,거창읍 송정리 153-20,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
385,방범용,1,남상면 대산리 300-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
386,방범용,1,거창읍 가지리 324-12,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
387,방범용,1,거창읍 가지리 324-12,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
388,방범용,1,거창읍 가지리 324-12,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
389,방범용,1,거창읍 송정리 940-16,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
390,방범용,1,거창읍 송정리 940-16,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
391,방범용,1,거창읍 대평리 1452-14,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
392,방범용,1,거창읍 대평리 1452-14,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
393,방범용,1,거창읍 대평리 1452-14,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
394,방범용,1,신원면 양지리 296-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
395,방범용,1,남상면 월평리 산176-21,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
396,방범용,1,남상면 월평리 산176-21,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
397,방범용,1,남상면 월평리 산176-21,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
398,방범용,1,거창읍 학리 1047-136,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
399,방범용,1,거창읍 학리 1047-136,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
400,방범용,1,거창읍 대평리 1296-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
401,방범용,1,거창읍 대평리 1296-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
402,방범용,1,거창읍 대평리 1296-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
403,방범용,1,웅양면 한기리 920-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
404,방범용,1,웅양면 한기리 920-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
405,방범용,1,거창읍 송정리 1107-11,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
406,방범용,1,거창읍 송정리 1107-11,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
407,방범용,1,거창읍 상림리 805,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
408,방범용,1,거창읍 상림리 805,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
409,방범용,1,거창읍 송정리 1137-10,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
410,방범용,1,거창읍 송정리 1137-10,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
411,방범용,1,거창읍 송정리 1137-10,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
412,방범용,1,거창읍 상림리 278-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
413,방범용,1,거창읍 상림리 278-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
414,차번인식,1,경상남도 거창군 마리면 고학리 1371,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
415,차번인식,1,경상남도 거창군 고제면 농산리 314-1,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
416,차번인식,1,경상남도 거창군 남하면 대야리 778-2,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
417,차번인식,1,경상남도 거창군 남상면 진목리 301-4,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
418,차번인식,1,경상남도 거창군 신원면 양지리 370-2,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
419,차번인식,2,경상남도 거창군 가조면 도리 985-8,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
420,차번인식,1,경상남도 거창군 웅양면 산포리 2014,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
421,차번인식,2,경상남도 거창군 가조면 일부리 399-7,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
422,차번인식,1,경상남도 거창군 가조면 일부리 398,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
423,차번인식,2,경상남도 거창군 북상면 월성리 1719-2,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
424,차번인식,2,경상남도 거창군 신원면 와룡리 산135-1,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
425,차번인식,2,경상남도 거창군 마리면 대동리 1709,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
426,차번인식,2,경상남도 거창군 남하면 지산리 338-16,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
427,차번인식,1,경상남도 거창군 거창읍 서변리 14,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
428,차번인식,2,경상남도 거창군 거창읍 김천리 216-15,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
429,차번인식,1,경상남도 거창군 남하면 둔마리 1296-1,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
430,차번인식,1,경상남도 거창군 거창읍 송정리 924 ,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
431,차번인식,3,경상남도 거창군 마리면 고학리 100-3,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
432,차번인식,2,경상남도 거창군 거창읍 대평리 807-6,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
433,차번인식,2,경상남도 거창군 거창읍 대평리 805-1,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
434,차번인식,2,경상남도 거창군 웅양면 한기리 106-1,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
435,차번인식,2,경상남도 거창군 고제면 봉계리 1303-2,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
436,차번인식,1,경상남도 거창군 가북면 해평리 1465-3,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
437,차번인식,2,경상남도 거창군 신원면 덕산리 841-7,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
438,차번인식,1,경상남도 거창군 고제면 개명리 2270,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
439,차번인식,1,경상남도 거창군 북상면 갈계리 1503-5,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
440,차번인식,1,경상남도 거창군 북상면 소정리 103-1,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
441,차번인식,3,경상남도 거창군 거창읍 송정리 63,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
442,차번인식,2,경상남도 거창군 마리면 말흘리 256,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
443,차번인식,5,경상남도 거창군 거창읍 대평리 554-1,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
444,차번인식,1,경상남도 거창군 거창읍 상림리 141-2,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
445,차번인식,1,경상남도 거창군 거창읍 가지리 산121-15,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
446,차번인식,1,경상남도 거창군 주상면 거기리 1031-2,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
447,차번인식,1,경상남도 거창군 거창읍 대동리 862-4,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
448,차번인식,1,경상남도 거창군 거창읍 대동리 862-4,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
449,차번인식,1,경상남도 거창군 거창읍 대동리 862-4,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
450,차번인식,2,경상남도 거창군 거창읍 양평리 1239-48,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
451,차번인식,1,경상남도 거창군 거창읍 대동리 697-5,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
452,차번인식,1,경상남도 거창군 거창읍 대동리 697-5,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
453,차번인식,1,경상남도 거창군 거창읍 대동리 697-5,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
454,차번인식,1,경상남도 거창군 거창읍 대동리 697-5,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
455,차번인식,1,경상남도 거창군 거창읍 대동리 102-11,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
456,차번인식,1,경상남도 거창군 거창읍 김천리 305-26,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
457,차번인식,2,경상남도 거창군 거창읍 가지리 461-3,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
458,차번인식,1,경상남도 거창군 남하면 둔마리 1224,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
459,차번인식,1,경상남도 거창군 남상면 임불리 산 271-5,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
460,차번인식,1,경상남도 거창군 남상면 대산리 300-1,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
461,차번인식,1,경상남도 거창군 남하면 무릉리 966-1,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
462,차번인식,1,경상남도 거창군 마리면 율리 863-4,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
463,차번인식,1,신원면 양지리 700-6,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
464,차번인식,1,남하면 산포2길 6,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
465,차번인식,1,가조면 일부리 951-2,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
466,차번인식,1,가조면 사병리 1390,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
467,차번인식,1,고제면 궁항리 1138-7,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
468,차번인식,1,주상면 도평리 722,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
469,차번인식,1,위천면 모동길 10,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
470,차번인식,1,북상면 월성리 987-2,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
471,차번인식,1,남상면 둔동리 산32-5,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
472,차번인식,1,마리면 고학리 100-2,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
473,차번인식,1,거창읍 송정리 63,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
474,차번인식,1,거창읍 거열로 30,전방 20M,거창군 안전총괄과,,,,,,,,,,,,
475,어린이보호,1,경상남도 거창군 가조면 마상리 336-19,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
476,어린이보호,1,경상남도 거창군 가조면 마상리 336-19,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
477,어린이보호,1,경상남도 거창군 가조면 마상리 336-19,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
478,어린이보호,1,경상남도 거창군 거창읍 가지리 439-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
479,어린이보호,1,경상남도 거창군 거창읍 상림리 59-11,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
480,어린이보호,1,경상남도 거창군 거창읍 상림리 59-11,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
481,어린이보호,1,경상남도 거창군 거창읍 상림리 42-13,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
482,어린이보호,1,경상남도 거창군 거창읍 상림리 42-13,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
483,어린이보호,1,경상남도 거창군 거창읍 상림리 42-13,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
484,어린이보호,1,경상남도 거창군 거창읍 중앙리 320-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
485,어린이보호,1,경상남도 거창군 거창읍 중앙리 320-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
486,어린이보호,1,경상남도 거창군 거창읍 중앙리 388-19,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
487,어린이보호,1,경상남도 거창군 거창읍 상림리 794,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
488,어린이보호,1,경상남도 거창군 거창읍 상림리 794,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
489,어린이보호,1,경상남도 거창군 거창읍 서변리 548-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
490,어린이보호,1,경상남도 거창군 거창읍 서변리 548-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
491,어린이보호,1,경상남도 거창군 위천면 장기리 421-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
492,어린이보호,1,경상남도 거창군 위천면 장기리 421-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
493,어린이보호,1,경상남도 거창군 위천면 장기리 421-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
494,어린이보호,1,경상남도 거창군 거창읍 김천리 444,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
495,어린이보호,1,경상남도 거창군 거창읍 김천리 444,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
496,어린이보호,1,경상남도 거창군 거창읍 김천리 444,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
497,어린이보호,1,경상남도 거창군 거창읍 김천리 444,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
